accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs
PP_0028519.2,B.D.4.1,05/10/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14962,25/09/2018,MH760682.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760682.1,,,B/NSW/WM2334B/16,0,0
PP_0028527.2,B.D.4.1.1,03/10/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14962,25/09/2018,MH760683.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760683.1,,,B/NSW/WM0225A/16,0,0
PP_00285AR.2,B.D.4.1,07/10/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14961,25/09/2018,MH760691.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760691.1,,,B/NSW/WM2774A/16,0,0
PP_00285FF.2,B.D.4.1,22/09/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14964,25/09/2018,MH760696.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760696.1,,,B/NSW/WM1198B/16,0,0
PP_00285HA.2,B.D.4.1,16/08/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14961,25/09/2018,MH760698.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760698.1,,,B/NSW/WM0410A/16,0,0
PP_00285K6.2,B.D.4.1,16/08/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14961,25/09/2018,MH760700.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760700.1,,,B/NSW/WM0425A/16,0,0
PP_00285L4.2,B.D.4.1,15/08/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14962,25/09/2018,MH760701.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760701.1,,,B/NSW/WM1370A/16,0,0
PP_00285M2.2,B.D.4.1,12/08/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14962,25/09/2018,MH760702.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760702.1,,,B/NSW/WM1189A/16,0,0
PP_00285PY.2,B.D.4.1,08/08/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14961,25/09/2018,MH760704.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760704.1,,,B/NSW/WM0688A/16,0,0
PP_00285TQ.2,B.D.4.1.1,03/08/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14961,25/09/2018,MH760708.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760708.1,,,B/NSW/WM1974B/16,0,0
PP_00285UN.2,B.D.4.1,03/08/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14961,25/09/2018,MH760709.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760709.1,,,B/NSW/WM2194A/16,0,0
PP_00285ZC.2,B.D.4.1,30/07/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14962,25/09/2018,MH760714.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760714.1,,,B/NSW/WM0589A/16,0,0
PP_0028626.2,B.D.4.1,31/07/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14963,25/09/2018,MH760717.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760717.1,,,B/NSW/WM1927A/16,0,0
PP_002866Y.2,B.D.4.1,14/09/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14962,25/09/2018,MH760721.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760721.1,,,B/NSW/WM1959B/16,0,0
PP_002867W.2,B.D.4.1,20/09/2016,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14961,25/09/2018,MH760722.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760722.1,,,B/NSW/WM0854B/16,0,0
PP_00286CL.2,B.D.4,30/06/2015,Australia,,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14962,25/09/2018,MH760727.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.982919459,,,MH760727.1,,,B/NSW/WM1066A/15,0,0
PP_00286J7.2,B.D.4,20/08/2014,Viet Nam,,"Lu, L.; Robertson, G.; Ashworth, J.; Pham Hong, A.; Shi, T.; Ivens, A.; Thwaites, G.; Baker, S.; Woolhouse, M.","University of Edinburgh, Centre for Immunity, Infection and Evolution",Homo sapiens,15228,16/04/2022,MH828504.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MH828504.1,,,RSVB/Vietnam/vzrsvb2/2014,0,0
PP_00286K5.2,B.D.4,19/09/2014,Viet Nam,,"Lu, L.; Robertson, G.; Ashworth, J.; Pham Hong, A.; Shi, T.; Ivens, A.; Thwaites, G.; Baker, S.; Woolhouse, M.","University of Edinburgh, Centre for Immunity, Infection and Evolution",Homo sapiens,15228,16/04/2022,MH828505.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MH828505.1,,,RSVB/Vietnam/vzrsvb3/2014,0,0
PP_00286M1.2,B.D.4,17/09/2013,Viet Nam,,"Lu, L.; Robertson, G.; Ashworth, J.; Pham Hong, A.; Shi, T.; Ivens, A.; Thwaites, G.; Baker, S.; Woolhouse, M.","University of Edinburgh, Centre for Immunity, Infection and Evolution",Homo sapiens,15228,16/04/2022,MH828507.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MH828507.1,,,RSVB/Vietnam/vzrsvb5/2013,0,0
PP_00286NZ.2,B.D.4,08/09/2014,Viet Nam,,"Lu, L.; Robertson, G.; Ashworth, J.; Pham Hong, A.; Shi, T.; Ivens, A.; Thwaites, G.; Baker, S.; Woolhouse, M.","University of Edinburgh, Centre for Immunity, Infection and Evolution",Homo sapiens,15228,16/04/2022,MH828508.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MH828508.1,,,RSVB/Vietnam/vzrsvb6/2014,0,0
PP_00286QV.2,B.D.4,18/09/2014,Viet Nam,,"Lu, L.; Robertson, G.; Ashworth, J.; Pham Hong, A.; Shi, T.; Ivens, A.; Thwaites, G.; Baker, S.; Woolhouse, M.","University of Edinburgh, Centre for Immunity, Infection and Evolution",Homo sapiens,15228,16/04/2022,MH828510.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MH828510.1,,,RSVB/Vietnam/vzrsvb8/2014,0,0
PP_002889Q.2,B.D,30/01/2011,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15213,15/12/2018,MK109765.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MK109765.1,,,RSVB/Homo sapiens/JOR/A0107/2011,0,0
PP_00288CJ.2,B.D,29/01/2013,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15172,15/12/2018,MK109768.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,MK109768.1,,,RSVB/Homo sapiens/JOR/C2692/2013,0,0
PP_00288DG.2,B.D,02/05/2011,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15172,15/12/2018,MK109769.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,MK109769.1,,,RSVB/Homo sapiens/JOR/C2237/2011,0,0
PP_00288EE.2,B.D,29/04/2010,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15232,15/12/2018,MK109770.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MK109770.1,,,RSVB/Homo sapiens/JOR/A0024/2010,0,0
PP_00288FC.2,B.D,10/03/2013,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15172,15/12/2018,MK109771.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,MK109771.1,,,RSVB/Homo sapiens/JOR/B1830/2013,0,0
PP_00288GA.2,B.D,20/12/2012,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15172,15/12/2018,MK109778.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,MK109778.1,,,RSVB/Homo sapiens/JOR/A0650/2012,0,0
PP_00288H7.2,B.D,21/03/2010,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15171,15/12/2018,MK109779.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,MK109779.1,,,RSVB/Homo sapiens/JOR/D3002/2010,0,0
PP_00288K3.2,B.D,27/02/2011,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15231,15/12/2018,MK109781.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MK109781.1,,,RSVB/Homo sapiens/JOR/D3136/2011,0,0
PP_00288PV.2,B.D.4,12/12/2012,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15232,15/12/2018,MK109786.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MK109786.1,,,RSVB/Homo sapiens/JOR/C2642/2012,0,0
PP_00288RR.2,B.D,10/03/2011,Jordan,,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15234,15/12/2018,MK109789.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,MK109789.1,,,RSVB/Homo sapiens/JOR/C2195/2011,0,0
PP_00288TM.2,B.D,2005,USA,,"Greninger, A. L.; Shean, R. C.; Makhsous, N.","University of Washington, Virology",Homo sapiens,15198,09/01/2019,MK167034.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99835764,,,MK167034.1,,,5S4,1,0
PP_0028A8Q.2,B.D,2009,USA,,"Greninger, A. L.; Tait, A.; Makhsous, N.","UW Virology, Laboratory Medicine",Homo sapiens,15198,20/03/2019,MK453523.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998423335,,,MK453523.1,,,5P5,0,0
PP_0028AG8.2,B.D.4.1,05/10/2016,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15227,29/04/2019,MK749869.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999080279,,,MK749869.1,,,RSVB/Homo sapiens/NIC/IIIn_16_0192_01NT/2016,0,0
PP_0028AH5.2,B.D.4.1,22/12/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15184,29/04/2019,MK749870.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997503613,,,MK749870.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0361_01NT/2015,0,0
PP_0028AJ3.2,B.D.4.1,16/11/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15193,29/04/2019,MK749871.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997635002,,,MK749871.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0261_01NT/2015,0,0
PP_0028AK1.2,B.D.4.1,18/01/2016,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15189,29/04/2019,MK749872.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997503613,,,MK749872.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0416_01NT/2016,0,0
PP_0028ALZ.2,B.D.4.1,20/11/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15202,29/04/2019,MK749873.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998226251,,,MK749873.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0281_01NT/2015,0,0
PP_0028ANV.2,B.D.4.1,05/10/2016,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15171,29/04/2019,MK749875.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,MK749875.1,,,RSVB/Homo sapiens/NIC/IIIn_16_0226_01NT/2016,0,0
PP_0028ARP.2,B.D.4.1,04/12/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15189,29/04/2019,MK749878.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997503613,,,MK749878.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0326_01NT/2015,0,0
PP_0028ASM.2,B.D.4.1,29/10/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15215,29/04/2019,MK749879.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999145973,,,MK749879.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0220_01NT/2015,0,0
PP_0028ATK.2,B.D.4.1,14/10/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15214,29/04/2019,MK749880.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999145973,,,MK749880.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0181_01NT/2015,0,0
PP_0028AUH.2,B.D.4.1,17/12/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15202,29/04/2019,MK749881.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998291946,,,MK749881.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0353_01NT/2015,0,0
PP_0028AWD.2,B.D,11/12/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15158,29/04/2019,MK749883.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.995795559,,,MK749883.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0344_01NT/2015,0,0
PP_0028B05.2,B.D.4.1,11/11/2015,Nicaragua,Managua,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.",J. Craig Venter Institute,Homo sapiens,15197,29/04/2019,MK749889.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997569308,,,MK749889.1,,,RSVB/Homo sapiens/NIC/IIIn_15_0247_01NT/2015,0,0
