accessionVersion;lineage;sampleCollectionDate;geoLocCountry;geoLocAdmin1;authors;authorAffiliations;hostNameScientific;length;earliestReleaseDate;accession;submissionId;groupName;dataUseTerms;dataUseTermsUrl;biosampleAccession;completeness;geoLocAdmin2;geoLocCity;insdcAccessionFull;insdcRawReadsAccession;isLabHost;specimenCollectorSampleId;totalAmbiguousNucs;totalUnknownNucs
PP_001BNDX.1;A.3.1.1;2013;USA;Tennessee;"Newman, R. M.; Zody, M. C.; DeVincenzo, J. P.; Grad, Y.; Lipsitch, M.; Murphy, R.; Fitzgerald, M.; Young, S.; Gargeya, S.; Poon, T. W.; Charlebois, P.; Weiner, B.; Yang, X.; Piper, M. E.; McCowan, C.; Ireland, A.; Levin, J.; Malboeuf, C.; Qu, J.; Chapman, S. B.; Murphy, C.; Wortman, J.; Nusbaum, C.; Birren, B.";Broad Institute of MIT & Harvard;Homo sapiens;15159;2014-04-16;PP_001BNDX;KJ627738.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9997372742200329;;;KJ627738.1;;;RSV-A/US/BID-V8743/2013;0;0
PP_001BT2E.2;A.D;2013-01-24;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15172;2014-05-09;PP_001BT2E;KJ672428.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672428.1;;;RSVA/Homo sapiens/USA/LA2_55/2013;0;0
PP_001BT90.2;A.3.1.1;2012-12-06;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15102;2014-05-09;PP_001BT90;KJ672436.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672436.1;;;RSVA/Homo sapiens/USA/LA2_30/2012;0;0
PP_001BTDS.2;A.D;2013-03-21;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15173;2014-05-09;PP_001BTDS;KJ672441.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672441.1;;;RSVA/Homo sapiens/USA/LA2_87/2013;0;0
PP_001BTFN.2;A.3.1.1;2013-01-31;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15100;2014-05-09;PP_001BTFN;KJ672443.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672443.1;;;RSVA/Homo sapiens/USA/LA2_21/2013;0;0
PP_001BTN7.2;A.D;2012-12-27;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15173;2014-05-09;PP_001BTN7;KJ672451.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672451.1;;;RSVA/Homo sapiens/USA/LA2_103/2012;0;0
PP_001BTP5.2;A.D;2013-01-07;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15173;2014-05-09;PP_001BTP5;KJ672452.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672452.1;;;RSVA/Homo sapiens/USA/LA2_91/2013;0;0
PP_001BTQ3.2;A.3.1.1;2013-01-10;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15100;2014-05-09;PP_001BTQ3;KJ672453.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672453.1;;;RSVA/Homo sapiens/USA/LA2_48/2013;0;0
PP_001BUEP.2;A.2.1.1;2013-01-28;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15108;2014-05-09;PP_001BUEP;KJ672479.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ672479.1;;;RSVA/Homo sapiens/USA/LA2_18/2013;0;0
PP_001BUFM.2;A.D;2013-01-23;USA;Tennessee;"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.";J. Craig Venter Institute;Homo sapiens;15153;2014-05-09;PP_001BUFM;KJ672480.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9952709359605911;;;KJ672480.1;;;RSVA/Homo sapiens/USA/LA2_62/2013;0;0
PP_001BVUT.2;A.1;1986;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15111;2014-05-16;PP_001BVUT;KJ723461.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9963875205254515;;;KJ723461.1;;;RSVA/Homo sapiens/USA/86I-029A-01/1986;0;0
PP_001BVVR.2;A.2;1992;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15115;2014-05-16;PP_001BVVR;KJ723462.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723462.1;;;RSVA/Homo sapiens/USA/92I-068A-01/1992;0;0
PP_001BVWP.2;A.3;1989;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15105;2014-05-16;PP_001BVWP;KJ723464.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723464.1;;;RSVA/Homo sapiens/USA/89I-150A-01/1989;0;0
PP_001BVXM.2;A.2;1992;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15115;2014-05-16;PP_001BVXM;KJ723465.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723465.1;;;RSVA/Homo sapiens/USA/92I-094A-01/1992;0;0
PP_001BVYK.2;A.1;1986;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15111;2014-05-16;PP_001BVYK;KJ723467.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9963875205254515;;;KJ723467.1;;;RSVA/Homo sapiens/USA/86I-044A-01/1986;0;0
PP_001BVZH.2;A;1988;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15106;2014-05-16;PP_001BVZH;KJ723468.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965845648604269;;;KJ723468.2;;;RSVA/Homo sapiens/USA/88I-217A-01/1988;0;0
PP_001BW2B.2;A.2;1990;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15117;2014-05-16;PP_001BW2B;KJ723473.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723473.1;;;RSVA/Homo sapiens/USA/90I-229A-01/1990;0;0
PP_001BW39.2;A.1;1989;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15110;2014-05-16;PP_001BW39;KJ723474.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9963875205254515;;;KJ723474.1;;;RSVA/Homo sapiens/USA/89I-123A-01/1989;0;0
PP_001BW47.2;A.1;1986;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15111;2014-05-16;PP_001BW47;KJ723475.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9963875205254515;;;KJ723475.1;;;RSVA/Homo sapiens/USA/86I-139A-01/1986;0;0
PP_001BW55.2;A.1;1982;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15111;2014-05-16;PP_001BW55;KJ723478.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9963875205254515;;;KJ723478.1;;;RSVA/Homo sapiens/USA/82I-158A-01/1982;0;0
PP_001BW63.2;A.3;1984;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15111;2014-05-16;PP_001BW63;KJ723483.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723483.1;;;RSVA/Homo sapiens/USA/84I-215A-01/1984;0;0
PP_001BW71.2;A;1979;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;14815;2014-05-16;PP_001BW71;KJ723486.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9789162561576354;;;KJ723486.2;;;RSVA/Homo sapiens/USA/79I-039A-01/1979;0;0
PP_001BW8Z.2;A.2;1993;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15114;2014-05-16;PP_001BW8Z;KJ723487.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723487.1;;;RSVA/Homo sapiens/USA/93I-045A-01/1993;0;0
PP_001BW9X.2;A;1981;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15086;2014-05-16;PP_001BW9X;KJ723488.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723488.1;;;RSVA/Homo sapiens/USA/81I-123A-01/1981;0;0
PP_001BWAV.2;A.1;1990;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15111;2014-05-16;PP_001BWAV;KJ723489.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9963875205254515;;;KJ723489.1;;;RSVA/Homo sapiens/USA/90I-283A-01/1990;0;0
PP_001BWBT.2;A.2;1992;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15115;2014-05-16;PP_001BWBT;KJ723490.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723490.1;;;RSVA/Homo sapiens/USA/92I-048A-01/1992;0;0
PP_001BWCR.2;A.1;1988;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15114;2014-05-16;PP_001BWCR;KJ723491.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9964532019704434;;;KJ723491.2;;;RSVA/Homo sapiens/USA/88I-015A-01/1988;0;0
PP_001BWDP.2;A.3;1990;USA;New York;"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.";J. Craig Venter Institute;Homo sapiens;15105;2014-05-16;PP_001BWDP;KJ723492.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9965188834154352;;;KJ723492.1;;;RSVA/Homo sapiens/USA/90I-226A-01/1990;0;0
PP_001BYEK.1;A.3.1;2009-07-21;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15211;2015-10-05;PP_001BYEK;KJ939935.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939935.1;;;VN-119-7/09;0;0
PP_001BYFH.1;A.3.1;2009-07-22;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15210;2015-10-05;PP_001BYFH;KJ939936.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939936.1;;;VN-120-7/09;0;0
PP_001BYHC.1;A.3.1;2009-08-12;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15211;2015-10-05;PP_001BYHC;KJ939937.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939937.1;;;VN-134-8/09;0;0
PP_001BYJA.1;A.3.1;2009-09-11;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15210;2015-10-05;PP_001BYJA;KJ939938.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939938.1;;;VN-150-9/09;0;0
PP_001BYK8.1;A.3.1;2009-10-15;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15212;2015-10-05;PP_001BYK8;KJ939939.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939939.1;;;VN-168-10/09;0;0
PP_001BYL6.1;A.3.1;2009-12-01;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15212;2015-10-05;PP_001BYL6;KJ939940.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939940.1;;;VN-217-12/09;0;0
PP_001BYSU.1;A.3.1;2010-06-23;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15211;2015-10-05;PP_001BYSU;KJ939945.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939945.1;;;VN-372-6/10;0;0
PP_001BYVN.1;A.3.1;2010-07-22;Viet Nam;;"Do, L. A.; Wilm, A.; van Doorn, H. R.; Lam, H. M.; Sim, S.; Sukumaran, R.; Tran, A. T.; Nguyen, B. H.; Tran, T. T.; Tran, Q. H.; Vo, Q. B.; Tran Dac, N. A.; Trinh, H. N.; Nguyen, T. T.; Le Binh, B. T.; Le, K.; Nguyen, M. T.; Thai, Q. T.; Vo, T. V.; Ngo, N. Q.; Dang, T. K.; Cao, N. H.; Tran, T. V.; Ho, L. V.; Farrar, J.; De Jong, M.; Chen, S.; Nagarajan, N.; Bryant, J. E.; Hibberd, M. L.; Do, L. A. H.; Tran, T. T. L.; Nguyen, T. T. H.; Ngo, N. Q. M.; Dang, T. K. H.; de Jong, M. D.; Nagaranjan, N.";Oxford University Clinical Research Unit, Emerging Viral Infections;Homo sapiens;15210;2015-10-05;PP_001BYVN;KJ939947.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KJ939947.1;;;VN-390-7/10;0;0
